date_id,full_date,quarter_name,day_of_week,day_name,is_weekend,week_of_year
20230620,2023-06-20,Q2,2,Tuesday,0,25
20230621,2023-06-21,Q2,3,Wednesday,0,25
20230622,2023-06-22,Q2,4,Thursday,0,25
20230623,2023-06-23,Q2,5,Friday,1,25
20230624,2023-06-24,Q2,6,Saturday,1,25
20230625,2023-06-25,Q2,7,Sunday,0,25
20230626,2023-06-26,Q2,1,Monday,0,26
20230627,2023-06-27,Q2,2,Tuesday,0,26
20230628,2023-06-28,Q2,3,Wednesday,0,26
20230629,2023-06-29,Q2,4,Thursday,0,26
20230630,2023-06-30,Q2,5,Friday,1,26
20230701,2023-07-01,Q3,6,Saturday,1,26
20230702,2023-07-02,Q3,7,Sunday,0,26
20230703,2023-07-03,Q3,1,Monday,0,27
20230704,2023-07-04,Q3,2,Tuesday,0,27
20230705,2023-07-05,Q3,3,Wednesday,0,27
20230706,2023-07-06,Q3,4,Thursday,0,27
20230707,2023-07-07,Q3,5,Friday,1,27
20230708,2023-07-08,Q3,6,Saturday,1,27
20230709,2023-07-09,Q3,7,Sunday,0,27
20230710,2023-07-10,Q3,1,Monday,0,28
20230711,2023-07-11,Q3,2,Tuesday,0,28
20230712,2023-07-12,Q3,3,Wednesday,0,28
20230713,2023-07-13,Q3,4,Thursday,0,28
20230714,2023-07-14,Q3,5,Friday,1,28
20230715,2023-07-15,Q3,6,Saturday,1,28
20230716,2023-07-16,Q3,7,Sunday,0,28
20230717,2023-07-17,Q3,1,Monday,0,29
20230718,2023-07-18,Q3,2,Tuesday,0,29
20230719,2023-07-19,Q3,3,Wednesday,0,29
20230720,2023-07-20,Q3,4,Thursday,0,29
20230721,2023-07-21,Q3,5,Friday,1,29
20230722,2023-07-22,Q3,6,Saturday,1,29
20230723,2023-07-23,Q3,7,Sunday,0,29
20230724,2023-07-24,Q3,1,Monday,0,30
20230725,2023-07-25,Q3,2,Tuesday,0,30
20230726,2023-07-26,Q3,3,Wednesday,0,30
20230727,2023-07-27,Q3,4,Thursday,0,30
20230728,2023-07-28,Q3,5,Friday,1,30
20230729,2023-07-29,Q3,6,Saturday,1,30
20230730,2023-07-30,Q3,7,Sunday,0,30
20230731,2023-07-31,Q3,1,Monday,0,31
20230801,2023-08-01,Q3,2,Tuesday,0,31
20230802,2023-08-02,Q3,3,Wednesday,0,31
20230803,2023-08-03,Q3,4,Thursday,0,31
20230804,2023-08-04,Q3,5,Friday,1,31
20230805,2023-08-05,Q3,6,Saturday,1,31
20230806,2023-08-06,Q3,7,Sunday,0,31
20230807,2023-08-07,Q3,1,Monday,0,32
20230808,2023-08-08,Q3,2,Tuesday,0,32
20230809,2023-08-09,Q3,3,Wednesday,0,32
20230810,2023-08-10,Q3,4,Thursday,0,32
20230811,2023-08-11,Q3,5,Friday,1,32
20230812,2023-08-12,Q3,6,Saturday,1,32
20230813,2023-08-13,Q3,7,Sunday,0,32
20230814,2023-08-14,Q3,1,Monday,0,33
20230815,2023-08-15,Q3,2,Tuesday,0,33
20230816,2023-08-16,Q3,3,Wednesday,0,33
20230817,2023-08-17,Q3,4,Thursday,0,33
20230818,2023-08-18,Q3,5,Friday,1,33
20230819,2023-08-19,Q3,6,Saturday,1,33
20230820,2023-08-20,Q3,7,Sunday,0,33
20230821,2023-08-21,Q3,1,Monday,0,34
20230822,2023-08-22,Q3,2,Tuesday,0,34
20230823,2023-08-23,Q3,3,Wednesday,0,34
20230824,2023-08-24,Q3,4,Thursday,0,34
20230825,2023-08-25,Q3,5,Friday,1,34
20230826,2023-08-26,Q3,6,Saturday,1,34
20230827,2023-08-27,Q3,7,Sunday,0,34
20230828,2023-08-28,Q3,1,Monday,0,35
20230829,2023-08-29,Q3,2,Tuesday,0,35
20230830,2023-08-30,Q3,3,Wednesday,0,35
20230831,2023-08-31,Q3,4,Thursday,0,35
20230901,2023-09-01,Q3,5,Friday,1,35
20230902,2023-09-02,Q3,6,Saturday,1,35
20230903,2023-09-03,Q3,7,Sunday,0,35
20230904,2023-09-04,Q3,1,Monday,0,36
20230905,2023-09-05,Q3,2,Tuesday,0,36
20230906,2023-09-06,Q3,3,Wednesday,0,36
20230907,2023-09-07,Q3,4,Thursday,0,36
20230908,2023-09-08,Q3,5,Friday,1,36
20230909,2023-09-09,Q3,6,Saturday,1,36
20230910,2023-09-10,Q3,7,Sunday,0,36
20230911,2023-09-11,Q3,1,Monday,0,37
20230912,2023-09-12,Q3,2,Tuesday,0,37
20230913,2023-09-13,Q3,3,Wednesday,0,37
20230914,2023-09-14,Q3,4,Thursday,0,37
20230915,2023-09-15,Q3,5,Friday,1,37
20230916,2023-09-16,Q3,6,Saturday,1,37
20230917,2023-09-17,Q3,7,Sunday,0,37
20230918,2023-09-18,Q3,1,Monday,0,38
20230919,2023-09-19,Q3,2,Tuesday,0,38
20230920,2023-09-20,Q3,3,Wednesday,0,38
20230921,2023-09-21,Q3,4,Thursday,0,38
20230922,2023-09-22,Q3,5,Friday,1,38
20230923,2023-09-23,Q3,6,Saturday,1,38
20230924,2023-09-24,Q3,7,Sunday,0,38
20230925,2023-09-25,Q3,1,Monday,0,39
20230926,2023-09-26,Q3,2,Tuesday,0,39
20230927,2023-09-27,Q3,3,Wednesday,0,39
20230928,2023-09-28,Q3,4,Thursday,0,39
20230929,2023-09-29,Q3,5,Friday,1,39
20230930,2023-09-30,Q3,6,Saturday,1,39
20231001,2023-10-01,Q4,7,Sunday,0,39
20231002,2023-10-02,Q4,1,Monday,0,40
20231003,2023-10-03,Q4,2,Tuesday,0,40
20231004,2023-10-04,Q4,3,Wednesday,0,40
20231005,2023-10-05,Q4,4,Thursday,0,40
20231006,2023-10-06,Q4,5,Friday,1,40
20231007,2023-10-07,Q4,6,Saturday,1,40
20231008,2023-10-08,Q4,7,Sunday,0,40
20231009,2023-10-09,Q4,1,Monday,0,41
20231010,2023-10-10,Q4,2,Tuesday,0,41
20231011,2023-10-11,Q4,3,Wednesday,0,41
20231012,2023-10-12,Q4,4,Thursday,0,41
20231013,2023-10-13,Q4,5,Friday,1,41
20231014,2023-10-14,Q4,6,Saturday,1,41
20231015,2023-10-15,Q4,7,Sunday,0,41
20231016,2023-10-16,Q4,1,Monday,0,42
20231017,2023-10-17,Q4,2,Tuesday,0,42
20231018,2023-10-18,Q4,3,Wednesday,0,42
20231019,2023-10-19,Q4,4,Thursday,0,42
20231020,2023-10-20,Q4,5,Friday,1,42
20231021,2023-10-21,Q4,6,Saturday,1,42
20231022,2023-10-22,Q4,7,Sunday,0,42
20231023,2023-10-23,Q4,1,Monday,0,43
20231024,2023-10-24,Q4,2,Tuesday,0,43
20231025,2023-10-25,Q4,3,Wednesday,0,43
20231026,2023-10-26,Q4,4,Thursday,0,43
20231027,2023-10-27,Q4,5,Friday,1,43
20231028,2023-10-28,Q4,6,Saturday,1,43
20231029,2023-10-29,Q4,7,Sunday,0,43
20231030,2023-10-30,Q4,1,Monday,0,44
20231031,2023-10-31,Q4,2,Tuesday,0,44
20231101,2023-11-01,Q4,3,Wednesday,0,44
20231102,2023-11-02,Q4,4,Thursday,0,44
20231103,2023-11-03,Q4,5,Friday,1,44
20231104,2023-11-04,Q4,6,Saturday,1,44
20231105,2023-11-05,Q4,7,Sunday,0,44
20231106,2023-11-06,Q4,1,Monday,0,45
20231107,2023-11-07,Q4,2,Tuesday,0,45
20231108,2023-11-08,Q4,3,Wednesday,0,45
20231109,2023-11-09,Q4,4,Thursday,0,45
20231110,2023-11-10,Q4,5,Friday,1,45
20231111,2023-11-11,Q4,6,Saturday,1,45
20231112,2023-11-12,Q4,7,Sunday,0,45
20231113,2023-11-13,Q4,1,Monday,0,46
20231114,2023-11-14,Q4,2,Tuesday,0,46
20231115,2023-11-15,Q4,3,Wednesday,0,46
20231116,2023-11-16,Q4,4,Thursday,0,46
20231117,2023-11-17,Q4,5,Friday,1,46
20231118,2023-11-18,Q4,6,Saturday,1,46
20231119,2023-11-19,Q4,7,Sunday,0,46
20231120,2023-11-20,Q4,1,Monday,0,47
20231121,2023-11-21,Q4,2,Tuesday,0,47
20231122,2023-11-22,Q4,3,Wednesday,0,47
20231123,2023-11-23,Q4,4,Thursday,0,47
20231124,2023-11-24,Q4,5,Friday,1,47
20231125,2023-11-25,Q4,6,Saturday,1,47
20231126,2023-11-26,Q4,7,Sunday,0,47
20231127,2023-11-27,Q4,1,Monday,0,48
20231128,2023-11-28,Q4,2,Tuesday,0,48
20231129,2023-11-29,Q4,3,Wednesday,0,48
20231130,2023-11-30,Q4,4,Thursday,0,48
20231201,2023-12-01,Q4,5,Friday,1,48
20231202,2023-12-02,Q4,6,Saturday,1,48
20231203,2023-12-03,Q4,7,Sunday,0,48
20231204,2023-12-04,Q4,1,Monday,0,49
20231205,2023-12-05,Q4,2,Tuesday,0,49
20231206,2023-12-06,Q4,3,Wednesday,0,49
20231207,2023-12-07,Q4,4,Thursday,0,49
20231208,2023-12-08,Q4,5,Friday,1,49
20231209,2023-12-09,Q4,6,Saturday,1,49
20231210,2023-12-10,Q4,7,Sunday,0,49
20231211,2023-12-11,Q4,1,Monday,0,50
20231212,2023-12-12,Q4,2,Tuesday,0,50
20231213,2023-12-13,Q4,3,Wednesday,0,50
20231214,2023-12-14,Q4,4,Thursday,0,50
20231215,2023-12-15,Q4,5,Friday,1,50
20231216,2023-12-16,Q4,6,Saturday,1,50
20231217,2023-12-17,Q4,7,Sunday,0,50
20231218,2023-12-18,Q4,1,Monday,0,51
20231219,2023-12-19,Q4,2,Tuesday,0,51
20231220,2023-12-20,Q4,3,Wednesday,0,51
20231221,2023-12-21,Q4,4,Thursday,0,51
20231222,2023-12-22,Q4,5,Friday,1,51
20231223,2023-12-23,Q4,6,Saturday,1,51
20231224,2023-12-24,Q4,7,Sunday,0,51
20231225,2023-12-25,Q4,1,Monday,0,52
20231226,2023-12-26,Q4,2,Tuesday,0,52
20231227,2023-12-27,Q4,3,Wednesday,0,52
20231228,2023-12-28,Q4,4,Thursday,0,52
20231229,2023-12-29,Q4,5,Friday,1,52
20231230,2023-12-30,Q4,6,Saturday,1,52
20231231,2023-12-31,Q4,7,Sunday,0,52
20240101,2024-01-01,Q1,1,Monday,0,1
20240102,2024-01-02,Q1,2,Tuesday,0,1
20240103,2024-01-03,Q1,3,Wednesday,0,1
20240104,2024-01-04,Q1,4,Thursday,0,1
20240105,2024-01-05,Q1,5,Friday,1,1
20240106,2024-01-06,Q1,6,Saturday,1,1
20240107,2024-01-07,Q1,7,Sunday,0,1
20240108,2024-01-08,Q1,1,Monday,0,2
20240109,2024-01-09,Q1,2,Tuesday,0,2
20240110,2024-01-10,Q1,3,Wednesday,0,2
20240111,2024-01-11,Q1,4,Thursday,0,2
20240112,2024-01-12,Q1,5,Friday,1,2
20240113,2024-01-13,Q1,6,Saturday,1,2
20240114,2024-01-14,Q1,7,Sunday,0,2
20240115,2024-01-15,Q1,1,Monday,0,3
20240116,2024-01-16,Q1,2,Tuesday,0,3
20240117,2024-01-17,Q1,3,Wednesday,0,3
20240118,2024-01-18,Q1,4,Thursday,0,3
20240119,2024-01-19,Q1,5,Friday,1,3
20240120,2024-01-20,Q1,6,Saturday,1,3
20240121,2024-01-21,Q1,7,Sunday,0,3
20240122,2024-01-22,Q1,1,Monday,0,4
20240123,2024-01-23,Q1,2,Tuesday,0,4
20240124,2024-01-24,Q1,3,Wednesday,0,4
20240125,2024-01-25,Q1,4,Thursday,0,4
20240126,2024-01-26,Q1,5,Friday,1,4
20240127,2024-01-27,Q1,6,Saturday,1,4
20240128,2024-01-28,Q1,7,Sunday,0,4
20240129,2024-01-29,Q1,1,Monday,0,5
20240130,2024-01-30,Q1,2,Tuesday,0,5
20240131,2024-01-31,Q1,3,Wednesday,0,5
20240201,2024-02-01,Q1,4,Thursday,0,5
20240202,2024-02-02,Q1,5,Friday,1,5
20240203,2024-02-03,Q1,6,Saturday,1,5
20240204,2024-02-04,Q1,7,Sunday,0,5
20240205,2024-02-05,Q1,1,Monday,0,6
20240206,2024-02-06,Q1,2,Tuesday,0,6
20240207,2024-02-07,Q1,3,Wednesday,0,6
20240208,2024-02-08,Q1,4,Thursday,0,6
20240209,2024-02-09,Q1,5,Friday,1,6
20240210,2024-02-10,Q1,6,Saturday,1,6
20240211,2024-02-11,Q1,7,Sunday,0,6
20240212,2024-02-12,Q1,1,Monday,0,7
20240213,2024-02-13,Q1,2,Tuesday,0,7
20240214,2024-02-14,Q1,3,Wednesday,0,7
20240215,2024-02-15,Q1,4,Thursday,0,7
20240216,2024-02-16,Q1,5,Friday,1,7
20240217,2024-02-17,Q1,6,Saturday,1,7
20240218,2024-02-18,Q1,7,Sunday,0,7
20240219,2024-02-19,Q1,1,Monday,0,8
20240220,2024-02-20,Q1,2,Tuesday,0,8
20240221,2024-02-21,Q1,3,Wednesday,0,8
20240222,2024-02-22,Q1,4,Thursday,0,8
20240223,2024-02-23,Q1,5,Friday,1,8
20240224,2024-02-24,Q1,6,Saturday,1,8
20240225,2024-02-25,Q1,7,Sunday,0,8
20240226,2024-02-26,Q1,1,Monday,0,9
20240227,2024-02-27,Q1,2,Tuesday,0,9
20240228,2024-02-28,Q1,3,Wednesday,0,9
20240229,2024-02-29,Q1,4,Thursday,0,9
20240301,2024-03-01,Q1,5,Friday,1,9
20240302,2024-03-02,Q1,6,Saturday,1,9
20240303,2024-03-03,Q1,7,Sunday,0,9
20240304,2024-03-04,Q1,1,Monday,0,10
20240305,2024-03-05,Q1,2,Tuesday,0,10
20240306,2024-03-06,Q1,3,Wednesday,0,10
20240307,2024-03-07,Q1,4,Thursday,0,10
20240308,2024-03-08,Q1,5,Friday,1,10
20240309,2024-03-09,Q1,6,Saturday,1,10
20240310,2024-03-10,Q1,7,Sunday,0,10
20240311,2024-03-11,Q1,1,Monday,0,11
20240312,2024-03-12,Q1,2,Tuesday,0,11
20240313,2024-03-13,Q1,3,Wednesday,0,11
20240314,2024-03-14,Q1,4,Thursday,0,11
20240315,2024-03-15,Q1,5,Friday,1,11
20240316,2024-03-16,Q1,6,Saturday,1,11
20240317,2024-03-17,Q1,7,Sunday,0,11
20240318,2024-03-18,Q1,1,Monday,0,12
20240319,2024-03-19,Q1,2,Tuesday,0,12
20240320,2024-03-20,Q1,3,Wednesday,0,12
20240321,2024-03-21,Q1,4,Thursday,0,12
20240322,2024-03-22,Q1,5,Friday,1,12
20240323,2024-03-23,Q1,6,Saturday,1,12
20240324,2024-03-24,Q1,7,Sunday,0,12
20240325,2024-03-25,Q1,1,Monday,0,13
20240326,2024-03-26,Q1,2,Tuesday,0,13
20240327,2024-03-27,Q1,3,Wednesday,0,13
20240328,2024-03-28,Q1,4,Thursday,0,13
20240329,2024-03-29,Q1,5,Friday,1,13
20240330,2024-03-30,Q1,6,Saturday,1,13
20240331,2024-03-31,Q1,7,Sunday,0,13
20240401,2024-04-01,Q2,1,Monday,0,14
20240402,2024-04-02,Q2,2,Tuesday,0,14
20240403,2024-04-03,Q2,3,Wednesday,0,14
20240404,2024-04-04,Q2,4,Thursday,0,14
20240405,2024-04-05,Q2,5,Friday,1,14
20240406,2024-04-06,Q2,6,Saturday,1,14
20240407,2024-04-07,Q2,7,Sunday,0,14
20240408,2024-04-08,Q2,1,Monday,0,15
20240409,2024-04-09,Q2,2,Tuesday,0,15
20240410,2024-04-10,Q2,3,Wednesday,0,15
20240411,2024-04-11,Q2,4,Thursday,0,15
20240412,2024-04-12,Q2,5,Friday,1,15
20240413,2024-04-13,Q2,6,Saturday,1,15
20240414,2024-04-14,Q2,7,Sunday,0,15
20240415,2024-04-15,Q2,1,Monday,0,16
20240416,2024-04-16,Q2,2,Tuesday,0,16
20240417,2024-04-17,Q2,3,Wednesday,0,16
20240418,2024-04-18,Q2,4,Thursday,0,16
20240419,2024-04-19,Q2,5,Friday,1,16
20240420,2024-04-20,Q2,6,Saturday,1,16
20240421,2024-04-21,Q2,7,Sunday,0,16
20240422,2024-04-22,Q2,1,Monday,0,17
20240423,2024-04-23,Q2,2,Tuesday,0,17
20240424,2024-04-24,Q2,3,Wednesday,0,17
20240425,2024-04-25,Q2,4,Thursday,0,17
20240426,2024-04-26,Q2,5,Friday,1,17
20240427,2024-04-27,Q2,6,Saturday,1,17
20240428,2024-04-28,Q2,7,Sunday,0,17
20240429,2024-04-29,Q2,1,Monday,0,18
20240430,2024-04-30,Q2,2,Tuesday,0,18
20240501,2024-05-01,Q2,3,Wednesday,0,18
20240502,2024-05-02,Q2,4,Thursday,0,18
20240503,2024-05-03,Q2,5,Friday,1,18
20240504,2024-05-04,Q2,6,Saturday,1,18
20240505,2024-05-05,Q2,7,Sunday,0,18
20240506,2024-05-06,Q2,1,Monday,0,19
20240507,2024-05-07,Q2,2,Tuesday,0,19
20240508,2024-05-08,Q2,3,Wednesday,0,19
20240509,2024-05-09,Q2,4,Thursday,0,19
20240510,2024-05-10,Q2,5,Friday,1,19
20240511,2024-05-11,Q2,6,Saturday,1,19
20240512,2024-05-12,Q2,7,Sunday,0,19
20240513,2024-05-13,Q2,1,Monday,0,20
20240514,2024-05-14,Q2,2,Tuesday,0,20
20240515,2024-05-15,Q2,3,Wednesday,0,20
20240516,2024-05-16,Q2,4,Thursday,0,20
20240517,2024-05-17,Q2,5,Friday,1,20
20240518,2024-05-18,Q2,6,Saturday,1,20
20240519,2024-05-19,Q2,7,Sunday,0,20
20240520,2024-05-20,Q2,1,Monday,0,21
20240521,2024-05-21,Q2,2,Tuesday,0,21
20240522,2024-05-22,Q2,3,Wednesday,0,21
20240523,2024-05-23,Q2,4,Thursday,0,21
20240524,2024-05-24,Q2,5,Friday,1,21
20240525,2024-05-25,Q2,6,Saturday,1,21
20240526,2024-05-26,Q2,7,Sunday,0,21
20240527,2024-05-27,Q2,1,Monday,0,22
20240528,2024-05-28,Q2,2,Tuesday,0,22
20240529,2024-05-29,Q2,3,Wednesday,0,22
20240530,2024-05-30,Q2,4,Thursday,0,22
20240531,2024-05-31,Q2,5,Friday,1,22
20240601,2024-06-01,Q2,6,Saturday,1,22
20240602,2024-06-02,Q2,7,Sunday,0,22
20240603,2024-06-03,Q2,1,Monday,0,23
20240604,2024-06-04,Q2,2,Tuesday,0,23
20240605,2024-06-05,Q2,3,Wednesday,0,23
20240606,2024-06-06,Q2,4,Thursday,0,23
20240607,2024-06-07,Q2,5,Friday,1,23
20240608,2024-06-08,Q2,6,Saturday,1,23
20240609,2024-06-09,Q2,7,Sunday,0,23
20240610,2024-06-10,Q2,1,Monday,0,24
20240611,2024-06-11,Q2,2,Tuesday,0,24
20240612,2024-06-12,Q2,3,Wednesday,0,24
20240613,2024-06-13,Q2,4,Thursday,0,24
20240614,2024-06-14,Q2,5,Friday,1,24
20240615,2024-06-15,Q2,6,Saturday,1,24
20240616,2024-06-16,Q2,7,Sunday,0,24
20240617,2024-06-17,Q2,1,Monday,0,25
20240618,2024-06-18,Q2,2,Tuesday,0,25
20240619,2024-06-19,Q2,3,Wednesday,0,25
20240620,2024-06-20,Q2,4,Thursday,0,25
20240621,2024-06-21,Q2,5,Friday,1,25
20240622,2024-06-22,Q2,6,Saturday,1,25
20240623,2024-06-23,Q2,7,Sunday,0,25
20240624,2024-06-24,Q2,1,Monday,0,26
20240625,2024-06-25,Q2,2,Tuesday,0,26
20240626,2024-06-26,Q2,3,Wednesday,0,26
20240627,2024-06-27,Q2,4,Thursday,0,26
20240628,2024-06-28,Q2,5,Friday,1,26
20240629,2024-06-29,Q2,6,Saturday,1,26
20240630,2024-06-30,Q2,7,Sunday,0,26
20240701,2024-07-01,Q3,1,Monday,0,27
20240702,2024-07-02,Q3,2,Tuesday,0,27
20240703,2024-07-03,Q3,3,Wednesday,0,27
20240704,2024-07-04,Q3,4,Thursday,0,27
20240705,2024-07-05,Q3,5,Friday,1,27
20240706,2024-07-06,Q3,6,Saturday,1,27
20240707,2024-07-07,Q3,7,Sunday,0,27
20240708,2024-07-08,Q3,1,Monday,0,28
20240709,2024-07-09,Q3,2,Tuesday,0,28
20240710,2024-07-10,Q3,3,Wednesday,0,28
20240711,2024-07-11,Q3,4,Thursday,0,28
20240712,2024-07-12,Q3,5,Friday,1,28
20240713,2024-07-13,Q3,6,Saturday,1,28
20240714,2024-07-14,Q3,7,Sunday,0,28
20240715,2024-07-15,Q3,1,Monday,0,29
20240716,2024-07-16,Q3,2,Tuesday,0,29
20240717,2024-07-17,Q3,3,Wednesday,0,29
20240718,2024-07-18,Q3,4,Thursday,0,29
20240719,2024-07-19,Q3,5,Friday,1,29
20240720,2024-07-20,Q3,6,Saturday,1,29
20240721,2024-07-21,Q3,7,Sunday,0,29
20240722,2024-07-22,Q3,1,Monday,0,30
20240723,2024-07-23,Q3,2,Tuesday,0,30
20240724,2024-07-24,Q3,3,Wednesday,0,30
20240725,2024-07-25,Q3,4,Thursday,0,30
20240726,2024-07-26,Q3,5,Friday,1,30
20240727,2024-07-27,Q3,6,Saturday,1,30
20240728,2024-07-28,Q3,7,Sunday,0,30
20240729,2024-07-29,Q3,1,Monday,0,31
20240730,2024-07-30,Q3,2,Tuesday,0,31
20240731,2024-07-31,Q3,3,Wednesday,0,31
20240801,2024-08-01,Q3,4,Thursday,0,31
20240802,2024-08-02,Q3,5,Friday,1,31
20240803,2024-08-03,Q3,6,Saturday,1,31
20240804,2024-08-04,Q3,7,Sunday,0,31
20240805,2024-08-05,Q3,1,Monday,0,32
20240806,2024-08-06,Q3,2,Tuesday,0,32
20240807,2024-08-07,Q3,3,Wednesday,0,32
20240808,2024-08-08,Q3,4,Thursday,0,32
20240809,2024-08-09,Q3,5,Friday,1,32
20240810,2024-08-10,Q3,6,Saturday,1,32
20240811,2024-08-11,Q3,7,Sunday,0,32
20240812,2024-08-12,Q3,1,Monday,0,33
20240813,2024-08-13,Q3,2,Tuesday,0,33
20240814,2024-08-14,Q3,3,Wednesday,0,33
20240815,2024-08-15,Q3,4,Thursday,0,33
20240816,2024-08-16,Q3,5,Friday,1,33
20240817,2024-08-17,Q3,6,Saturday,1,33
20240818,2024-08-18,Q3,7,Sunday,0,33
20240819,2024-08-19,Q3,1,Monday,0,34
20240820,2024-08-20,Q3,2,Tuesday,0,34
20240821,2024-08-21,Q3,3,Wednesday,0,34
20240822,2024-08-22,Q3,4,Thursday,0,34
20240823,2024-08-23,Q3,5,Friday,1,34
20240824,2024-08-24,Q3,6,Saturday,1,34
20240825,2024-08-25,Q3,7,Sunday,0,34
20240826,2024-08-26,Q3,1,Monday,0,35
20240827,2024-08-27,Q3,2,Tuesday,0,35
20240828,2024-08-28,Q3,3,Wednesday,0,35
20240829,2024-08-29,Q3,4,Thursday,0,35
20240830,2024-08-30,Q3,5,Friday,1,35
20240831,2024-08-31,Q3,6,Saturday,1,35
20240901,2024-09-01,Q3,7,Sunday,0,35
20240902,2024-09-02,Q3,1,Monday,0,36
20240903,2024-09-03,Q3,2,Tuesday,0,36
20240904,2024-09-04,Q3,3,Wednesday,0,36
20240905,2024-09-05,Q3,4,Thursday,0,36
20240906,2024-09-06,Q3,5,Friday,1,36
20240907,2024-09-07,Q3,6,Saturday,1,36
20240908,2024-09-08,Q3,7,Sunday,0,36
20240909,2024-09-09,Q3,1,Monday,0,37
20240910,2024-09-10,Q3,2,Tuesday,0,37
20240911,2024-09-11,Q3,3,Wednesday,0,37
20240912,2024-09-12,Q3,4,Thursday,0,37
20240913,2024-09-13,Q3,5,Friday,1,37
20240914,2024-09-14,Q3,6,Saturday,1,37
20240915,2024-09-15,Q3,7,Sunday,0,37
20240916,2024-09-16,Q3,1,Monday,0,38
20240917,2024-09-17,Q3,2,Tuesday,0,38
20240918,2024-09-18,Q3,3,Wednesday,0,38
20240919,2024-09-19,Q3,4,Thursday,0,38
20240920,2024-09-20,Q3,5,Friday,1,38
20240921,2024-09-21,Q3,6,Saturday,1,38
20240922,2024-09-22,Q3,7,Sunday,0,38
20240923,2024-09-23,Q3,1,Monday,0,39
20240924,2024-09-24,Q3,2,Tuesday,0,39
20240925,2024-09-25,Q3,3,Wednesday,0,39
20240926,2024-09-26,Q3,4,Thursday,0,39
20240927,2024-09-27,Q3,5,Friday,1,39
20240928,2024-09-28,Q3,6,Saturday,1,39
20240929,2024-09-29,Q3,7,Sunday,0,39
20240930,2024-09-30,Q3,1,Monday,0,40
20241001,2024-10-01,Q4,2,Tuesday,0,40
20241002,2024-10-02,Q4,3,Wednesday,0,40
20241003,2024-10-03,Q4,4,Thursday,0,40
20241004,2024-10-04,Q4,5,Friday,1,40
20241005,2024-10-05,Q4,6,Saturday,1,40
20241006,2024-10-06,Q4,7,Sunday,0,40
20241007,2024-10-07,Q4,1,Monday,0,41
20241008,2024-10-08,Q4,2,Tuesday,0,41
20241009,2024-10-09,Q4,3,Wednesday,0,41
20241010,2024-10-10,Q4,4,Thursday,0,41
20241011,2024-10-11,Q4,5,Friday,1,41
20241012,2024-10-12,Q4,6,Saturday,1,41
20241013,2024-10-13,Q4,7,Sunday,0,41
20241014,2024-10-14,Q4,1,Monday,0,42
20241015,2024-10-15,Q4,2,Tuesday,0,42
20241016,2024-10-16,Q4,3,Wednesday,0,42
20241017,2024-10-17,Q4,4,Thursday,0,42
20241018,2024-10-18,Q4,5,Friday,1,42
20241019,2024-10-19,Q4,6,Saturday,1,42
20241020,2024-10-20,Q4,7,Sunday,0,42
20241021,2024-10-21,Q4,1,Monday,0,43
20241022,2024-10-22,Q4,2,Tuesday,0,43
20241023,2024-10-23,Q4,3,Wednesday,0,43
20241024,2024-10-24,Q4,4,Thursday,0,43
20241025,2024-10-25,Q4,5,Friday,1,43
20241026,2024-10-26,Q4,6,Saturday,1,43
20241027,2024-10-27,Q4,7,Sunday,0,43
20241028,2024-10-28,Q4,1,Monday,0,44
20241029,2024-10-29,Q4,2,Tuesday,0,44
20241030,2024-10-30,Q4,3,Wednesday,0,44
20241031,2024-10-31,Q4,4,Thursday,0,44
20241101,2024-11-01,Q4,5,Friday,1,44
20241102,2024-11-02,Q4,6,Saturday,1,44
20241103,2024-11-03,Q4,7,Sunday,0,44
20241104,2024-11-04,Q4,1,Monday,0,45
20241105,2024-11-05,Q4,2,Tuesday,0,45
20241106,2024-11-06,Q4,3,Wednesday,0,45
20241107,2024-11-07,Q4,4,Thursday,0,45
20241108,2024-11-08,Q4,5,Friday,1,45
20241109,2024-11-09,Q4,6,Saturday,1,45
20241110,2024-11-10,Q4,7,Sunday,0,45
20241111,2024-11-11,Q4,1,Monday,0,46
20241112,2024-11-12,Q4,2,Tuesday,0,46
20241113,2024-11-13,Q4,3,Wednesday,0,46
20241114,2024-11-14,Q4,4,Thursday,0,46
20241115,2024-11-15,Q4,5,Friday,1,46
20241116,2024-11-16,Q4,6,Saturday,1,46
20241117,2024-11-17,Q4,7,Sunday,0,46
20241118,2024-11-18,Q4,1,Monday,0,47
20241119,2024-11-19,Q4,2,Tuesday,0,47
20241120,2024-11-20,Q4,3,Wednesday,0,47
20241121,2024-11-21,Q4,4,Thursday,0,47
20241122,2024-11-22,Q4,5,Friday,1,47
20241123,2024-11-23,Q4,6,Saturday,1,47
20241124,2024-11-24,Q4,7,Sunday,0,47
20241125,2024-11-25,Q4,1,Monday,0,48
20241126,2024-11-26,Q4,2,Tuesday,0,48
20241127,2024-11-27,Q4,3,Wednesday,0,48
20241128,2024-11-28,Q4,4,Thursday,0,48
20241129,2024-11-29,Q4,5,Friday,1,48
20241130,2024-11-30,Q4,6,Saturday,1,48
20241201,2024-12-01,Q4,7,Sunday,0,48
20241202,2024-12-02,Q4,1,Monday,0,49
20241203,2024-12-03,Q4,2,Tuesday,0,49
20241204,2024-12-04,Q4,3,Wednesday,0,49
20241205,2024-12-05,Q4,4,Thursday,0,49
20241206,2024-12-06,Q4,5,Friday,1,49
20241207,2024-12-07,Q4,6,Saturday,1,49
